Review,bac_si,nhan_vien,csvc_va_phuong_tien_pv
Các bác bảo vệ và cô lao công rất yêu nghề nha,3,3,3.0
Chả có bv nào vừa khám và điều trị tốt mà lại rẻ như bv ps tw,4,4,4.0
"Mình có bhyt nhưng không biết dùng thế nào nên thôi k dùng luôn. Bác sĩ với nhân viên khá nhẹ nhàng và tận tình. Có chị thu ngân quầy 5 hơi cọc tí nhưng thôi k sao. Mình nhổ răng chỉ còn chân nên hơi khó nhổ tí. Bác sĩ dặn dò mình rất cẩn thận luôn. Khám 60k, x quang 160k, xét nghiệm máu với nhổ răng 760k. Tiền thuốc mua ở pharma city 190k nữa. Nói chung hài lòng",4,2,0.0
Nhiệt tình và rất có tâm.,4,4,0.0
Địa chỉ khám về tai mũi họng hàng đầu ở việt nam. Với nhiều bác sỹ và giáo sư chuyên ngành về Tai Mũi Họng trong cả nước,5,0,0.0
"Mình đã đến Bệnh Viện Lao và Phổi 74 Trung ương , qua thực tế tìm hiểu bản thân Tôi thấy rằng đây là một BV có quy mô rộng lớn khang trang , BV có trang thiết bị Y tế hiện đại  với Đội ngũ Y Bác sỹ có trình độ chuyên môn cao  và  ý thức trách nhiệm rất tận tình đối với bệnh Nhân.",5,5,5.0
Dịch vụ kém từ ng hướng dẫn- y bác sĩ kém thái độ quá tệ ... k còn gì tả về sự tệ hại này,1,1,0.0
"Mình cho con trai đi khám vì trên mặt có vẩy trắng trông như nấm. Bác sỹ chỉ định soi tươi kết quả không có nấm, nhưng vẫn kê đơn thuốc kèm một phiếu tư vấn, mình có đọc qua đơn thuốc thì có 2 tuýp và ko để ý tới phiếu tư vấn kẹp phía sau, mình thanh toán tiền hơn 1.100.000. Đến khi mình nhận thì thấy có cả sữa tắm và kem dưỡng da, lúc đó m mới xem kỹ lại đơn thuốc và ko thể hiểu đc con mình đi khám mặt kết luận chỉ có vảy phấn trắng trên mặt mà bác sỹ lại kê cả sữa tắm và kem dưỡng da toàn thân :((. Ko bt bác sỹ kê sữa tắm và kem dưỡng có liên quan gì tới điều trị vảy phấn trắng trên mặt của con mình? Và thái độ của chị đưa thuốc thật khó chịu khi mình trả lại hai thứ đó.",2,0,0.0
Rất tốt nhé 😊.Bác sĩ tận tâm và vui vẽ lắm 😊.Cũng tâm lý giúp cho mình không sợ nữa 😊.Cảm ơn nha em bác sĩ lầu 3 ghế số 3 🙈.Ngày 25 - 6 -2018 2:30pm ❤️,4,0,4.0
khám ba lần chưa biết con nguyên nhân sao bị bệnh . khám qua loa và kết quà k thống nhất k có phác đồ điều trị   . đưa con đi chữa lác thời điểm vàng để chữa là trc 4 tuổi và con mk lác bệnh lí nhưng lại nói theo dõi thêm   khi con mk đã hơn 3 tuổi r,1,0,0.0
Khoa theo yêu cầu khá tốt. Khoa khám thường hơi trật trội,4,0,3.0
"Bệnh viện đưa ra nội quy nhưng không áp dụng, cụ thể quyết định số 172/QĐ-BVTWCT. Điện đường dây nóng hỏi giờ thăm bệnh là 10h00 - 12h30 và 15h30 - 21h trong nội quy hỏi thì nói Ban giám đốc và Khoa đồng ý không cho người nhà thăm bệnh, chỉ 1 người nuôi và 1 người bệnh. Còn bảo vệ thì thực hiện đúng quy định lắm không cho ai lên thăm bệnh, quát nạt đủ thứ kiểu(nếu có nhờ bảo vệ dẫn lên thì đưa 50k sẽ được lên).",0,0,0.0
Các bsi của bệnh viện thật la tai giỏi,4,2,3.0
❤🇻🇳❤ lương y như từ mẫu❤🇻🇳❤ …,5,0,0.0
Nơi khám chữa bệnh sạch sẽ,2,2,3.0
Cho tôi hỏi bv có khám mắt k vậy,0,0,0.0
Có dấu hiệu bác sĩ kê thêm dịch vụ để moi tiền bệnh nhân,2,0,0.0
Làm khá nghiêm trong mùa covid,5,5,5.0
"Bệnh viện Tai Mũi Họng Trung ương là bệnh viện công lập chuyên khoa hàng đầu về điều trị bệnh tai mũi họng, đặt tại Hà Nội, Việt Nam Bệnh viện có tên dịch ra tiếng Anh là National Otorhinorarynology Hospital of Vietnam, viết tắt là NOH",0,0,0.0
"ới phương châm “Lấy người bệnh làm trung tâm trong mọi hoạt động”, Bệnh viện lÃO kHOA Hà Nội đang từng bước nỗ lực nâng cao chất lượng khám, chữa bệnh, đáp ứng nhu cầu làm đẹp cho nhân dân, góp phần thực hiện tốt công tác chăm sóc sức khỏe cho cộng đồng..Khuôn viên bệnh viện sạch sẽ, được trồng nhiều cây đảm bảo môi trường xanh - sạch - đẹp. Đồng thời, bệnh viện đã cung ứng đầy đủ nước uống phục vụ người bệnh tại các khoa lắp đặt điều hòa, quạt mát đảm bảo thoáng mát cho người bệnh chờ khám vào mùa hè. Bệnh viện cũng đã triển khai cung cấp wife miễn phí cho người bệnh trong thời gian chờ đợi khám bệnh..Đồng thời, bệnh viện cũng là đơn vị chuyên khoa đầu ngành da liễu thành phố Hà Nội, phối hợp với Ban Chủ nhiệm Chương trình Phòng chống phong Quốc gia và 30 quận, huyện tổ chức triển khai các hoạt động rộng khắp 584 xã, phường, thị trấn về phòng chống bệnh phong. Bệnh viện đã tổ chức giao ban màng lưới 3 tháng/1 lần tổ chức tập huấn 18/18 lớp tại trung tâm y tế quận, huyện với các nội dung về phòng chống bệnh phong tổ chức truyền thông giáo dục sức khỏe cho người dân, cán bộ Đảng, chính quyền, các đoàn thể, cán bộ y tế, đặc biệt là học sinh trung học cơ sở tại các quận, huyện, thị xã nhằm nâng cao hiểu biết của cộng đồng về bệnh phong. Khám, điều trị đa hóa trị liệu, giám sát sau điều trị đa hóa trị liệu và hướng dẫn, chăm sóc phòng chống tàn tật cho người bệnh phong sau điều trị.",5,0,5.0
"Bệnh viện chuyên chữa tất cả các bệnh về mắt với đội ngũ các bác sĩ giỏi chuyên môn và trang thiết bị  hiện đại ở  miền Bắc , nơi đây rất đông các bệnh nhân đến chữa mắt.",4,0,4.0
Bác sĩ khám dịch vụ rất nhiệt tình và tâm huyết. Xem kết quả xét nghiệm kỹ và kê đơn thuốc hợp lý để bệnh nhân tự về mua. Có điều số lượng bệnh nhân rất đông nên cần xếp hàng khám và làm các xét nghiệm sớm. Ngồi đợi cả ngày nhưng thiếu ổ sạc điện thoại và wifi có hơi bất tiện,5,0,3.0
Terrible attitude towards patients. Avoid at all cost if you can afford to do so...Từ nhân viên đến bác sĩ đều thái độ cực kì hống hách với bệnh nhân.,1,1,0.0
"Khám ở khoa quốc tế S mà dịch vụ chăm sóc khách hàng quá tồi. Bác sĩ khoa Tâm Thần Th.S bsi Thành Ngọc Minh k tư vấn nhiệt tình, thái độ k niềm nở. Nếu có quay lại khám sẽ chỉ định bs khác khám😔😔 mong ban chỉ đạo bệnh viện xem lại thái độ làm việc của nhân viên trong bệnh viện …",2,0,0.0
Bệnh viện Nhi Trung ương chất lượng dịch vụ đã được cải thiện nhiều những năm gần đây,0,0,3.0
"Bệnh viện K được thành lập từ tiền thân là Viện Curie Đông Dương (Insitut Curie de L’Indochine) ra đời tại Hà Nội vào ngày 19/10/1923 do Luật sư Mourlan phụ trách.. Bệnh viện với 3 cơ sở khang trang, sạch sẽ và nhiều trang thiết bị hiện đại sánh ngang tầm với các quốc gia trong khu vực. Hiện nay, 3 cơ sở khám chữa bệnh trên địa bàn Hà Nội đó là:.Cơ sở 1: Số 43 Quán Sứ, Hoàn Kiếm, Hà Nội và số 9A-9B Phan Chu Trinh, Hoàn Kiếm, Hà Nội..Cơ sở 2: Tựu Liệt, Tam Hiệp, Thanh Trì, Hà Nội..Cơ sở 3: cơ sở Tân Triều, số 30 Cầu Bươu, Thanh Trì, Hà Nội.",0,0,5.0
Chất lượng phục vụ quá kém.nhân viên rất tồi tỏ vẻ thái độ đối vs bệnh nhân.ra vẻ khinh người.nhất là con nhân viên phòng 517 tầng 5...mọi người không nên đến đây.vì nhân viên ở đây rất tồi,0,2,2.0
Bệnh viện có nhiều chuyên gia giỏi về yhct nói chung và châm cứu nói riêng.,5,0,0.0
"Bệnh viện lớn của vn nhưng lại jai xếp hàng chờ đợi quá lâu, bác sĩ thì cũng k thân thiện lắm.hy vọng t2 mình cho con mình xuống khám lại tình trạng sẽ khác..thật sự jai đi vì khám ở đấy tốt hơn thôi chứ mọi thứ khi mình đến đều k được hài lòng",2,0,0.0
"Thái độ kém không coi trọng bệnh nhân , bệnh nhân nằm đau cho lưa chết hỏi thì cho viên thuốc giảm đau là xong, hỏi kết quả thì từ ngày này sang ngày khác , không cho giường bệnh nằm lan can , nhân viên điều dưỡng thái độ kém , hỏi thì không trả lời nằm 3 ngày được không biết bệnh gì mà mỗi ngày như thế cứ 1 bình nước 1 viên thuốc giảm đau , lúc xin ra viện thì thái độ .",1,0,0.0
Nhân viên lau công bất lịch sự với khách hàng,0,1,0.0
nhân viên dịch thái độ hỗn xược và không có văn hóa . Trậm trễ chữa bệnh cho bệnh nhân,0,1,0.0
"Thái độ phục vụ, chăm sóc tốt, sạch sẽ. Thoáng.",4,4,4.0
"Bệnh viện trung ương nhưng rất lộn xộn. Cơ sở vật chất kém. Nhân viên hỗ trợ cũng bát nháo và ko chuyên nghiệp, tên thuốc cũng ko rành, cảm giác như thuê lao động thủ công vào làm các vị trí hỗ trợ bác sĩ vậy.",0,2,1.0
"Bệnh viện khá rộng, bệnh nhân rất đông, bác sĩ điều dưỡng nhiệt tình. Vì đông nên đợi hơi lâu, có khi mất 2 ngày mới khám xong.",4,0,4.0
Nghiệp vụ thì chuyên nghiệp đấy nhưng thái độ phục vụ thì quá yếu kém ! Nvs hôi thối bẩn thỉu,3,2,2.0
Mẹ tôi tới khám đc chỉ định đi chụp x quảng và siêu âm cùng lúc hai phòng cùng gọi mẹ tôi chạy đi chạy lại xong bác sỹ phòng siêu âm nói mẹ tôi ra ngoài k xin phép ra vào tự do k thèm nói cây nào. Bác sỹ cũng chỉ là tuổi con thôi sao nói với người già ghê thế. Thái đội của chị hướng dẫn thì như mẹ tôi vô tổ chức chưa gọi đến tên đã vào nói một câu : đi ra ngoài như ra lệnh. Chả hiểu tên lão khoa khám cho người cao tuổi thái đội này kém .,2,2,0.0
"Nhân viên quầy hướng dẫn tầng 7 khu vực thủ thuật laser có thái độ rất khó chịu với người tới hỏi . Toàn ngồi xem điện thoại , thái độ nhân viên quá kém",0,2,0.0
"Nhổ răng ở đây 2 lần. Vì dù sao cũng là bv lớn, sẽ yên tâm hơn các phòng nha khoa. Mình thấy bv công như vậy khá ổn. Đi nhổ t7 vắng nên dịch vụ nhanh. Bs có tâm. Nhổ ko đau. Có điều lần trước thì cắt còn sót chỉ làm mình đi cắt lại lần 2. Nhưng mình vẫn thấy bv ok",4,0,4.0
"Cái gì cũng phải mua,ko hiểu bảo hiểm để làm gì nữa",0,0,3.0
"Là BV hàng đầu. Mà 95% nhân viên trong BV xem bệnh nhân chẳng ra gì, thái độ luôn khó chịu cáu gắt. Rất tệ",0,1,0.0
"bệnh viện cần để lại các biển báo  , biển chỉ dẫn ở vị trí cao , cần có thêm quầy cho tình nguyện viên , quầy thu tiền cần thêm 2-3 người nữa, để khỏi chen lấn  lối đi quá nhỏ , khoảng cách giữa 2 hàng ghế chiếm hết lối đi , ko còn chỗ cho người đi bộ và XE LĂN . cần mở rộng và tăng thêm lối đi và tình nguyện viên , y tá . cách chăm sóc khách hàng cần xem lại và nâng cao , giống như các bệnh viện hiện đại khác",0,0,3.0
Bệnh viện hàng đầu Việt Nam về các bệnh truyền nhiễm,0,0,0.0
"Chuyên khám và điều trị các bệnh truyền nhiễm,  có khoa điều trị tự nguyện với phòng ốc và trang thiết bị hiện đại",0,0,4.0
"Con tôi mổ cận Relex-Smile giá gần 50 triệu trọn gói chưa kể tiền thuốc, đến ngày hẹn tái khám 1 tháng lại phải mất tiền khám 200.000₫ và mỗi lần tái khám lại mất tiền không hiểu trọn gói kiểu gì. Nếu đã trọn gói thì phải theo rõi cho người bệnh đến khi hoàn chỉnh việc điều trị sau mổ và có kết luận đã hoàn thành. Còn tái khám mà mất tiền thì sao gọi là trọn gói, thông tin này để mọi người biết và chờ phản hồi của bệnh viện",0,0,3.0
"Quá đông, làm gì cũng phải chờ rất lâu. Thái độ phục vụ của nhân viên bảo vệ rất hách dịch, nhất là thằng ở khu vực thang máy toà nhà S7.",0,1,0.0
Rộng thoáng mát đi vào cuối tuần phẻ hơn vì ít người,2,2,3.0
Phục vụ nhiệt tình với các bệnh nhân,3,3,4.0
"Có bệnh nhân tố cáo bác sỹ bệnh viện này nhục mạ, làm mất uy tín bệnh viện bạn. Nếu có chuyện đó thì mời bác sỹ đó làm công việc khác, cách ly với khách hàng để không ảnh hưởng uy tín chung của ngành.",0,0,0.0
"Quá tệ. Bác sĩ gì k có đức và tâm. Mình vào lúc 15h30 rồi xg chụp x.quang khoảng 15h45 thì lên làm. Giờ này bs đã thay đồ ra chuẩn bị về hay sao đó. Nhảy lên làm k tiêm thuốc tê lun. Làm đau điếng mình nói mới chịu tiêm, xong rồi thuốc chưa ngấm làm tiếp. Đến lúc về thì mới bắt đầu thấy tê. Nhớ mặt nhưng k thấy tên. Buổi sau gặp là report ngay. Giết ng hay cứu người. Quá thất vọng.",2,0,2.0
Rất ân cần với bệnh nhân.,4,4,0.0
"gần đường tròn đồng quang, trên đường luong ngọc quyến và đường hoàng văn thụ",1,1,1.0
Chất lượng khám chữa và phục vụ chưa tốt.,2,2,2.0
Xin hỏi bên mình tiêm vắc xin vào lúc nào thì làm việc vậy,0,0,0.0
"Bệnh viện sạch sẽ, dù có nhiều toà nhà nhưng đều có biển chỉ dẫn rất rõ ràng. Thái độ của nhân viên y tế đúng mực.",4,0,4.0
Bệnh viện chợ rẫy là nơi có lượng bệnh nhân nhiều nhất... và là nơi có nhiều kẻ móc túi người nhà bệnh nhân.. và là nơi cấp cứu làm thủ tục cho bệnh nhân phải đợi lâu nhất,0,0,2.0
"Tuyệt vời, bác sĩ giỏi, tận tâm.",5,0,0.0
Quá tệ. Đi chụp CT từ 6h sáng đến 4r chiều mới được chụp. Bác sĩ thái độ hẹn lên hẹn xuống. Không bao giờ đến bệnh viện này lần thứ 2. Cực kỳ tệ,2,0,0.0
"Nhờ dịch COVID mới có được những hình ảnh đẹp và yên tĩnh của Bv, không ồn ào lộn xộn như trước đây. Nhìn chung đã có sự cố gắng, tổ chức và chỉnh trang lại rất nhiều. Lúc nào cũng được như thế này thì tốt cho cả Bv và bệnh nhân. Cám ơn dịch COVID nhé.",0,0,4.0
Ra vào bệnh viện nhớ đeo khẩu trang. Loại chuyên dụng càng tốt. Ko đùa với sức khỏe được đâu các đồng chí ạ.,0,0,0.0
"Ngoại Bụng 2 K Tân Triều , Bác Sĩ Tú trưởng khoa cùng các bác điều dưỡng và các bạn thực tập rất nhiệt tình với bệnh nhân . Cảm ơn tất cả",5,0,0.0
"Dịch vụ khám chữa bệnh của bệnh viện giờ tốt hơn trước rất nhiều, có nhiều bệnh hiểm nghèo bệnh viện đã chữa trị rất tốt. Đây là một địa điểm đáng tin cậy, mọi người lên tham khảo nhé.",4,2,3.0
"Làm gì cũng lâu, quát tháo thì kinh hồn luôn 😞 …",1,1,0.0
Vợ mình sinh ở viện mẹ tròn con vuông. Tuy còn nhiều bất cập nhưng mình nghĩ là với lượng bệnh nhân đông như vậy thì chất lượng thế là ok,0,0,0.0
Tôi thấy phẩm giá con người ko có thì ko tồn tại đc chữ từ mẫu. Cám ơn!,1,1,1.0
Thái độ hách dịch. Hướng dẫn ko nhiệt tình.,2,2,0.0
Bệnh viện lớn chữa trị những ca nặng như phẩu thuật cấp cứu thì ok.Nhưng bà con thường không am hiểu nên cứ bệnh là vào chợ rẫy là ko đúng vì ai cũng tập trung vào đây từ nhẹ tới nặng là ùn tắc chậm chạm rất nhiều những người rất mệt nhưng vẫn phải bắt số nằm hành lang đợi khám cho đến chết luôn cũng ko được cấp cứu.Khuyên chân thành bà con mình hãy am hiểu thêm tí rất nhiều bệnh viện khác có thể  điều trị rất hay đối với những bệnh nhẹ nhẹ và chi phí rất hợp lý.Ai cũng vào đây là bệnh viện thêm ùn tắc cung cách phục vụ rất kém do đông và bệnh tình ngày càng nặng thêm thôi do đợi chờ trong khi bv khác có thể làm những thủ tục hoặc khám chữa nhanh và hết bệnh cho bà con nhanh hơn và hiệu quả hơn nhé.Chia sẻ chân thành.,4,0,3.0
"Cơ sở vật chất cũ và chật hẹp. Y tá làm việc riêng, không tôn trọng bệnh nhân, hỏi không trả lời. Duy chỉ có các sĩ ở bệnh viện là chu đáo và tận tâm với bệnh nhân",2,0,2.0
"bệnh viện công trước giờ vẫn vậy, rất xem thường và thiếu trách nhiệm với bệnh nhân, từ bác sĩ tới y tá xuống điều dưỡng bảo vệ đều xem người bệnh như cỏ rác",1,1,0.0
Wa te kham dick vu ngoai con nhiet tinh vao ben trong vien wa toi tan,1,1,0.0
"Đông đúc , trật trội, chen lấn , xô đẩy . Bs thì nói chuyện kênh kiệu , nhà WC thì bẩn kinh khủng khiếp 🥲😤🤮 …",1,1,1.0
"Các bạn nên cân nhắc khi đi khám ở đây vì:.1. Chi phí cao, t7 còn đắt hơn 30% và chờ đợi rất lâu (ví dụ như ai tẩy nốt ruồi ra thẩm mỹ làm 200k cho nhanh chứ vào đây ngày t7 cn là gần 2tr)..2. Nội dung chi phí khám chữa bệnh ghi ko đúng với thực trạng làm tăng chi phí của bệnh nhân..3. Rất khó để được hưởng BHYT tại đây do bệnh viện ko hướng dẫn cụ thể hoặc cố ý gây nhầm lẫn.",2,0,0.0
"Bộ máy tiếp đón quá ít, bệnh nhân về đông. Làm việc chậm chạp",0,2,2.0
"Chất lượng dịch vụ ko tốt, cách hành xử đối  với bệnh nhân và ng nhà bệnh nhân ko có sự tế nhị, nhiệt tình. Bác sỹ hay y tá đều ko có sự tôn trọng của mọi người khi đến khám bệnh, họ quát mắng ở nơi công cộng. Tôi đề nghị giám đốc cần chấn chỉnh lại nhân cách của nhân viên y tế trong bện viện",2,0,0.0
Cách làm việc thiếu chuyên nghiệp. Điều dưỡng nói chuyện kiểu chợ búa . làm giấy xuất viện. Vừa làm vừa đánh liên quân,0,0,0.0
"Quá tồi tệ. Tốc độ khám chữa bệnh chậm, do bố trí nhân lực hạn chế.",0,0,1.0
Độc đáo phục vụ người Huế!,0,0,0.0
"Bệnh viện tốt, khám chữa bệnh hiệu quả. Nhưng còn nhiều vấn đề cần cải thiện để",4,0,0.0
"Hàng năm, Bệnh viện tiếp nhận khám ngoại trú cho khoảng 264.000 lượt bệnh nhân, điều trị nội trú cho gần 16.000 bệnh nhân, thực hiện được trên 45.000 thủ thuật-phẫu thuật các loại...Phòng Bảo vệ sức khỏe trung ương 2, 3 và 5 luôn hoàn thành tốt nhiệm vụ trực tiếp chăm sóc sức khỏe cho các đồng chí lãnh đạo Đảng, Nhà nước, đương chức và nguyên chức. Thực hiện tốt việc kiểm tra sức khỏe định kỳ cho cán bộ được quản lý. Phục vụ tốt các kỳ họp của Quốc hội, các Hội nghị quan trọng của Đảng, Nhà nước, các Đoàn khách quốc tế.",5,0,0.0
"Cơ sở hạ tầng kỹ thuật còn lạc hậu, cách đón tiếp phân  luồng khám chữa bệnh cho nhân dân chưa hợp lý ,tình trạng lộn xộn tại cửa chờ phòng khám theo yêu cầu. Loa phát của nhân viên y tế nói chồng chéo nhau tạo ra khung cảnh càng nhốn nháo hơn.",0,0,2.0
"Giá đắt hơn bên ngoài,làm dịch vụ thứ 7 ,cn nhưng thời gian chữa 1 cái răng hẹn rất nhiều lần mất thời gian .Mà toàn chỉ hẹn ngày thường cuối cùng vẫn phải nghỉ việc.",0,0,1.0
"bệnh viện đông nên phải chờ lâu, thủ tục khám lòng vòng. Mình đi khám ở khu d hỏi thăm thấy cũng nhiều anh chị, bác sĩ hướng dẫn nhiệt tình. Riêng phòng hội chẩn ung bướu có 1 nữ bác sĩ trẻ thường cáu gắt vs bệnh nhân hay dùng điện thoại …",3,0,3.0
Cac bac si an hôí lộ nhieu qua khong quan tam benh nhan,2,0,0.0
"Trong suốt chặng đường 45 năm xây dựng và phát triển, những thành tựu đạt được của đội ngũ cán bộ, nhân viên Bệnh viện là rất đáng trân trọng và tự hào. Điều này được thể hiện trong mọi mặt công tác Bệnh viện đã nhận được nhiều phần thưởng cao quý của Nhà nước",5,4,4.0
Các bác sỷ thăm khám tận tình,4,0,0.0
"1. Cơ sở hơi xuống cấp.2. Bác sỹ khám và tư vấn kĩ..3. Khám vào thứ 7 ko có y tá hỗ trợ nên bs khám, kê đơn, gõ máy tính khá lâu. Ko rõ ngày thường có lâu như vậy ko ?.4. Phí ngày 7 từ 200K..Khám bác sỹ CKII là ổn. Giáo sư sẽ đợi lâu hơn, phí cao hơn",4,0,3.0
"Cần phải cải cách nhiều,...nói chung ko hài lòng...",2,2,2.0
"bác sỹ tốt, dịch vụ chu đáo",5,0,5.0
"Bệnh viện quá phụ thuộc vào máy tính. Việc lấy số thứ tự chuẩn đoán hình ảnh phải dùng phần mềm. Hệ thống phần mềm mất kết nối để hàng loạt bệnh nhân đứng chờ, khoa không có phương án dự phòng, rất phụ thuộc vào máy móc. Quá yếu kém trong khâu tổ chức.",0,0,2.0
"Bác sỹ, nhân viên ăn nói rất hách dịch cà kịa, thái độ như bố mẹ thiên hạ, hiểu biết lắm, mỗi người 1 lĩnh vực giỏi riêng, vào khám nói sai ngôn từ về y học nó lại chê ko biết gì còn nói, trình độ y của. B nhân chỉ vậy thôi nếu biết học y ng ta đã làm bác sĩ",1,1,0.0
Thái độ phục vụ của nhân viên quá tệ. Ăn nói với người lớn tuổi và bệnh nhân rất cọc. Đặt biệt là nhân viên quầy tiếp đón khu khám bệnh theo yêu cầu,0,0,0.0
"Đã có cửa hàng tiện lợi để bệnh nhân và người nhà có chôz ngồi nghỉ ngơi, uống nước, ăn nhẹ",0,0,4.0
Có ai sanh e bé  ở BV đa khoa trung ương cho e xin cái đánh giá ạ,0,0,0.0
Bác sỹ vs điều dưỡng khoa ung bướu vui tính nhiệt tình vs bệnh nhân nhưng mk chỉ tức mất bà lao công lại có thái độ vs người bệnh lúc lau chùi thì người bệnh đi tập thể dục về lại khóa cửa ở cổng vào khoa lại k cho bệnh nhân đi,4,2,0.0
"To, đẹp, hiện đại. Vị trí trung tâm.",0,0,0.0
"khu khám bệnh tự nguyện cho bệnh nhân phục vụ nhanh, nhưng giá hơi cao",4,0,2.0
"Thành thật mà nói, đây là những bác sĩ dễ thương và tốt bụng nhất mà tôi đã gặp ở Việt Nam.",5,0,0.0
Bác sĩ trực tiếp lên ca mổ rất ân cần và thái độ lịch sự. Nhưng lại tồn động rất nhiều thứ không tốt. Khoa chấn thương chỉnh hình Sáng ngày 20/8/2020 lúc 8h tôi báo y tá trực bệnh nhân nóng khó thở... Gần 9h không thấy bống một yta nào cả.  9h20 tôi lên báo thêm một lần và y tá kêu. Đem nhiệt kế về phòng đo thân nhiệt cho bệnh nhân rồi e đem qua đây. Làm theo y tá  10phut sai tôi đo xong  đem qua... Thế là im ru tới 12h45 phút  vẫn không thấy đâu. Chiều 19h lên báo nước biển chuyền cho bệnh nhân k xuống nữa ..thái độ ừ biết rồi về đi.... tới gần 21h vẫn không thấy.. Lên hỏi thì bảo... Công việc của y tá chị biết gì mà nói mà ý kiến.... Ôi thái độ phục vụ quá tệ. Những bệnh nhân đã phần là nông dân họ mà biết rõ công việc của y tá bác sĩ thì họ k đi bệnh viện rồi.. Hy vọng BV xem xét và hận chế những trường hợp trên,2,1,2.0
Tận tình chu đáo và sạch sẽ.,4,0,4.0
"Cha tôi 65t nhập viện ngày 22/3 bị gãy xương, xuất huyết tiêu hoá, có bệnh nền tiểu đường, dc chuyển lên lầu6 theo dõi chờ mổ, tôi bắt xe từ sg chạy về cần thơ trong đêm đến nơi là 4h sáng bị bảo vệ chặn lại ở thang máy vì 10h mới dc thăm bệnh, có ng nuôi bệnh xuống rước bảo vệ vẫn ko cho lên gặp",0,0,0.0
"Thấy khó khăn khi gửi xe. Gửi bên trong viện thì ko có chỗ, gửi bên ngoài thì khá đắt.",0,0,0.0
"Hướng dẫn thì vớ vẫn,chỉ không đến nơi đến chốn .làm mất công đi vài lần mới đến nơi để khám .",0,2,0.0
Có lẽ là lão khoa nên làm gì cũng chậm như cụ già,3,3,3.0
Một ngày mệt mỏi và không có kết quả gì,0,0,0.0
Một trong những bệnh viện tốt ở Cần Thơ,3,3,4.0
Bảo vệ hách dịch. Chửi bệnh nhân và người nhà bệnh nhân như chó,0,1,0.0
"Mấy ông bảo vệ cổng bệnh viện nói chuyện mất dạy khinh người. Bệnh nhân lần đầu đến bệnh viện nên không biết có cổng vào, cổng ra riêng biệt thì hướng dẫn người ta biết. Đằng này ăn nói mất dạy, nào là không biết đọc chữ, bằng mua, ... Nản",0,1,0.0
"Bệnh viện rộng dãi, cơ sơ vật chất khá tốt, đội ngũ y tế có trình độ và tay nghề. Vẫn tồn tại tiêu cực trong điều trị",4,0,4.0
Thái độ phục vụ của nhân viên tầng 4 trước cửa buồng số 6 ca sáng thứ 2 lúc 9h rất tồi,0,1,0.0
"Bệnh viện sạch sẽ, thân thiện, chuyên môn tốt.",4,4,4.0
"Bảo vệ hãm , ko biết tôn trọng người khác, k hướng dẫn tận tình",2,1,1.0
"Thái độ phục vụ ngày càng tốt, quan tâm đến bệnh nhân.",4,4,4.0
Lương y như từ mẫu . người cứu giúp rất nhiều sinh mệnh.,4,4,4.0
Bệnh viện công luôn rất khó chịu.,0,0,0.0
Cần dành riêng 1 thang máy cho người đang mang thẻ nuôi bệnh! Bảo vệ cư xử chưa được thân thiện!,0,0,0.0
Các bác biết bệnh viện phổi là khám j rồi.nhưng các bác ạ.các bác chú ý.gọi xe hay ae đến đón khách .thì các bác ra cootng đứng xa xa 1 chút.để gọi xe nha.mẹ mấy thằng chó nó bảo kê cổng bệnh viện.biết bao vụ .đẫm máu rồi. Đây e chỉ giám đứng cổng sau thôi 🙄 …,0,0,0.0
Khu điều trị bệnh phong Nội trú,0,0,0.0
"Bệnh viện Hữu nghị Việt Xô là bệnh viện lớn cấp TƯ, bệnh viện là nơi khám chữa bệnh chủ yếu cho các cấp lãnh đạo và cán bộ chủ chốt của các cơ quan nhà nước,...",0,0,0.0
"Không có nhân viên hướng dẫn, hỗ trợ làm thủ tục khám chữa bệnh. Tách các khoản phí khám chữa bệnh rồi mới tỉnh BHYT nên chi phí người bệnh trả thực tế rất cao.",0,3,3.0
"Bảo vệ, thái độ vô học, bố láo, mắng, chửi người dân.",0,0,0.0
"Nay bv đông, khám dv mà chờ khá lâu",0,0,2.0
"Các bố mẹ chú ý. Mình đưa con đến khám mắt. Bệnh viện kê đơn bán thuốc Nutrohadi F (sản xuất tại Việt Nam). Đây là thuốc biếng ăn, chả liên quan j đến mắt loạn cả. 400k lãng phí. Dịch vụ khám thì ổn.Đã vài lần mình bị bệnh viện bán thuốc bổ, chả liên quan đến bệnh. Bực mình. Họ có tâm móc tiền, mình lại thiếu kiến thức. Giờ mới thông. Mong các bác tìm hiểu chút trước khi mua nha",3,0,3.0
Quá chậm và còn tính quan liêu trong khi đã đăng ký dịch vụ kỹ thuật cao,0,0,2.0
"bệnh viện khá sạch đẹp, hơi đông khi nằm viện mà không ở khu A",0,0,4.0
"Đã từng nằm ở đây 1 lần, rất sạch sẽ, bác sỹ và y tá khá là chu đáo tận tình!",4,0,5.0
Chất lượng khám chữa bệnh dịch vụ tốt,0,0,0.0
"Khám dịch vụ mà lúc cao điểm không có chổ ngồi chờ ghi tên, thiếu chổ ngồi cho bệnh nhân ngồi chờ tại các phòng nửa, quầy ghi tên thì quá tải.",1,1,0.0
